  0.3248100000D+05,   0.0000000000D+00,   0.0000000000D+00,  -0.1387000000D+05,   0.0000000000D+00,   0.0000000000D+00
 -0.4772200000D+05,   0.0000000000D+00,  -0.1800000000D+02,   0.4770000000D+03,   0.0000000000D+00,  -0.2500000000D+02
 -0.3104600000D+05,  -0.1000000000D+01,   0.1310000000D+03,   0.1323800000D+05,  -0.1100000000D+02,   0.5900000000D+02
  0.2859300000D+05,   0.0000000000D+00,  -0.1000000000D+01,  -0.1233800000D+05,   0.1000000000D+02,  -0.3000000000D+01
  0.2044100000D+05,   0.2100000000D+02,   0.1000000000D+02,  -0.1075800000D+05,   0.0000000000D+00,  -0.3000000000D+01
  0.2924300000D+05,   0.0000000000D+00,  -0.7400000000D+02,  -0.6090000000D+03,   0.0000000000D+00,   0.1300000000D+02
  0.2588700000D+05,   0.0000000000D+00,  -0.6600000000D+02,  -0.5500000000D+03,   0.0000000000D+00,   0.1100000000D+02
 -0.1405300000D+05,  -0.2500000000D+02,   0.7900000000D+02,   0.8551000000D+04,  -0.2000000000D+01,  -0.4500000000D+02
  0.1516400000D+05,   0.1000000000D+02,   0.1100000000D+02,  -0.8001000000D+04,   0.0000000000D+00,  -0.1000000000D+01
 -0.1579400000D+05,   0.7200000000D+02,  -0.1600000000D+02,   0.6850000000D+04,  -0.4200000000D+02,  -0.5000000000D+01
  0.2178300000D+05,   0.0000000000D+00,   0.1300000000D+02,  -0.1670000000D+03,   0.0000000000D+00,   0.1300000000D+02
 -0.1287300000D+05,  -0.1000000000D+02,  -0.3700000000D+02,   0.6953000000D+04,   0.0000000000D+00,  -0.1400000000D+02
 -0.1265400000D+05,   0.1100000000D+02,   0.6300000000D+02,   0.6415000000D+04,   0.0000000000D+00,   0.2600000000D+02
 -0.1020400000D+05,   0.0000000000D+00,   0.2500000000D+02,   0.5222000000D+04,   0.0000000000D+00,   0.1500000000D+02
  0.1670700000D+05,  -0.8500000000D+02,  -0.1000000000D+02,   0.1680000000D+03,  -0.1000000000D+01,   0.1000000000D+02
 -0.7691000000D+04,   0.0000000000D+00,   0.4400000000D+02,   0.3268000000D+04,   0.0000000000D+00,   0.1900000000D+02
 -0.1102400000D+05,   0.0000000000D+00,  -0.1400000000D+02,   0.1040000000D+03,   0.0000000000D+00,   0.2000000000D+01
  0.7566000000D+04,  -0.2100000000D+02,  -0.1100000000D+02,  -0.3250000000D+04,   0.0000000000D+00,  -0.5000000000D+01
 -0.6637000000D+04,  -0.1100000000D+02,   0.2500000000D+02,   0.3353000000D+04,   0.0000000000D+00,   0.1400000000D+02
 -0.7141000000D+04,   0.2100000000D+02,   0.8000000000D+01,   0.3070000000D+04,   0.0000000000D+00,   0.4000000000D+01
 -0.6302000000D+04,  -0.1100000000D+02,   0.2000000000D+01,   0.3272000000D+04,   0.0000000000D+00,   0.4000000000D+01
  0.5800000000D+04,   0.1000000000D+02,   0.2000000000D+01,  -0.3045000000D+04,   0.0000000000D+00,  -0.1000000000D+01
  0.6443000000D+04,   0.0000000000D+00,  -0.7000000000D+01,  -0.2768000000D+04,   0.0000000000D+00,  -0.4000000000D+01
 -0.5774000000D+04,  -0.1100000000D+02,  -0.1500000000D+02,   0.3041000000D+04,   0.0000000000D+00,  -0.5000000000D+01
 -0.5350000000D+04,   0.0000000000D+00,   0.2100000000D+02,   0.2695000000D+04,   0.0000000000D+00,   0.1200000000D+02
 -0.4752000000D+04,  -0.1100000000D+02,  -0.3000000000D+01,   0.2719000000D+04,   0.0000000000D+00,  -0.3000000000D+01
 -0.4940000000D+04,  -0.1100000000D+02,  -0.2100000000D+02,   0.2720000000D+04,   0.0000000000D+00,  -0.9000000000D+01
  0.7350000000D+04,   0.0000000000D+00,  -0.8000000000D+01,  -0.5100000000D+02,   0.0000000000D+00,   0.4000000000D+01
  0.4065000000D+04,   0.0000000000D+00,   0.6000000000D+01,  -0.2206000000D+04,   0.0000000000D+00,   0.1000000000D+01
  0.6579000000D+04,   0.0000000000D+00,  -0.2400000000D+02,  -0.1990000000D+03,   0.0000000000D+00,   0.2000000000D+01
  0.3579000000D+04,   0.0000000000D+00,   0.5000000000D+01,  -0.1900000000D+04,   0.0000000000D+00,   0.1000000000D+01
  0.4725000000D+04,   0.0000000000D+00,  -0.6000000000D+01,  -0.4100000000D+02,   0.0000000000D+00,   0.3000000000D+01
 -0.3075000000D+04,   0.0000000000D+00,  -0.2000000000D+01,   0.1313000000D+04,   0.0000000000D+00,  -0.1000000000D+01
 -0.2904000000D+04,   0.0000000000D+00,   0.1500000000D+02,   0.1233000000D+04,   0.0000000000D+00,   0.7000000000D+01
  0.4348000000D+04,   0.0000000000D+00,  -0.1000000000D+02,  -0.8100000000D+02,   0.0000000000D+00,   0.2000000000D+01
 -0.2878000000D+04,   0.0000000000D+00,   0.8000000000D+01,   0.1232000000D+04,   0.0000000000D+00,   0.4000000000D+01
 -0.4230000000D+04,   0.0000000000D+00,   0.5000000000D+01,  -0.2000000000D+02,   0.0000000000D+00,  -0.2000000000D+01
 -0.2819000000D+04,   0.0000000000D+00,   0.7000000000D+01,   0.1207000000D+04,   0.0000000000D+00,   0.3000000000D+01
 -0.4056000000D+04,   0.0000000000D+00,   0.5000000000D+01,   0.4000000000D+02,   0.0000000000D+00,  -0.2000000000D+01
 -0.2647000000D+04,   0.0000000000D+00,   0.1100000000D+02,   0.1129000000D+04,   0.0000000000D+00,   0.5000000000D+01
 -0.2294000000D+04,   0.0000000000D+00,  -0.1000000000D+02,   0.1266000000D+04,   0.0000000000D+00,  -0.4000000000D+01
  0.2481000000D+04,   0.0000000000D+00,  -0.7000000000D+01,  -0.1062000000D+04,   0.0000000000D+00,  -0.3000000000D+01
  0.2179000000D+04,   0.0000000000D+00,  -0.2000000000D+01,  -0.1129000000D+04,   0.0000000000D+00,  -0.2000000000D+01
  0.3276000000D+04,   0.0000000000D+00,   0.1000000000D+01,  -0.9000000000D+01,   0.0000000000D+00,   0.0000000000D+00
 -0.3389000000D+04,   0.0000000000D+00,   0.5000000000D+01,   0.3500000000D+02,   0.0000000000D+00,  -0.2000000000D+01
  0.3339000000D+04,   0.0000000000D+00,  -0.1300000000D+02,  -0.1070000000D+03,   0.0000000000D+00,   0.1000000000D+01
 -0.1987000000D+04,   0.0000000000D+00,  -0.6000000000D+01,   0.1073000000D+04,   0.0000000000D+00,  -0.2000000000D+01
 -0.1981000000D+04,   0.0000000000D+00,   0.0000000000D+00,   0.8540000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.4026000000D+04,   0.0000000000D+00,  -0.3530000000D+03,  -0.5530000000D+03,   0.0000000000D+00,  -0.1390000000D+03
  0.1660000000D+04,   0.0000000000D+00,  -0.5000000000D+01,  -0.7100000000D+03,   0.0000000000D+00,  -0.2000000000D+01
 -0.1521000000D+04,   0.0000000000D+00,   0.9000000000D+01,   0.6470000000D+03,   0.0000000000D+00,   0.4000000000D+01
  0.1314000000D+04,   0.0000000000D+00,   0.0000000000D+00,  -0.7000000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.1283000000D+04,   0.0000000000D+00,   0.0000000000D+00,   0.6720000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.1331000000D+04,   0.0000000000D+00,   0.8000000000D+01,   0.6630000000D+03,   0.0000000000D+00,   0.4000000000D+01
  0.1383000000D+04,   0.0000000000D+00,  -0.2000000000D+01,  -0.5940000000D+03,   0.0000000000D+00,  -0.2000000000D+01
  0.1405000000D+04,   0.0000000000D+00,   0.4000000000D+01,  -0.6100000000D+03,   0.0000000000D+00,   0.2000000000D+01
  0.1290000000D+04,   0.0000000000D+00,   0.0000000000D+00,  -0.5560000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.1214000000D+04,   0.0000000000D+00,   0.5000000000D+01,   0.5180000000D+03,   0.0000000000D+00,   0.2000000000D+01
  0.1146000000D+04,   0.0000000000D+00,  -0.3000000000D+01,  -0.4900000000D+03,   0.0000000000D+00,  -0.1000000000D+01
  0.1019000000D+04,   0.0000000000D+00,  -0.1000000000D+01,  -0.5270000000D+03,   0.0000000000D+00,  -0.1000000000D+01
 -0.1100000000D+04,   0.0000000000D+00,   0.9000000000D+01,   0.4650000000D+03,   0.0000000000D+00,   0.4000000000D+01
 -0.9700000000D+03,   0.0000000000D+00,   0.2000000000D+01,   0.4960000000D+03,   0.0000000000D+00,   0.1000000000D+01
  0.1575000000D+04,   0.0000000000D+00,  -0.6000000000D+01,  -0.5000000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.9340000000D+03,   0.0000000000D+00,  -0.3000000000D+01,  -0.3990000000D+03,   0.0000000000D+00,  -0.1000000000D+01
  0.9220000000D+03,   0.0000000000D+00,  -0.1000000000D+01,  -0.3950000000D+03,   0.0000000000D+00,  -0.1000000000D+01
  0.8150000000D+03,   0.0000000000D+00,  -0.1000000000D+01,  -0.4220000000D+03,   0.0000000000D+00,  -0.1000000000D+01
  0.8340000000D+03,   0.0000000000D+00,   0.2000000000D+01,  -0.4400000000D+03,   0.0000000000D+00,   0.1000000000D+01
  0.1248000000D+04,   0.0000000000D+00,   0.0000000000D+00,  -0.1700000000D+03,   0.0000000000D+00,   0.1000000000D+01
  0.1338000000D+04,   0.0000000000D+00,  -0.5000000000D+01,  -0.3900000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.7160000000D+03,   0.0000000000D+00,  -0.2000000000D+01,  -0.3890000000D+03,   0.0000000000D+00,  -0.1000000000D+01
  0.1282000000D+04,   0.0000000000D+00,  -0.3000000000D+01,  -0.2300000000D+02,   0.0000000000D+00,   0.1000000000D+01
  0.7420000000D+03,   0.0000000000D+00,   0.1000000000D+01,  -0.3910000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.1020000000D+04,   0.0000000000D+00,  -0.2500000000D+02,  -0.4950000000D+03,   0.0000000000D+00,  -0.1000000000D+02
  0.7150000000D+03,   0.0000000000D+00,  -0.4000000000D+01,  -0.3260000000D+03,   0.0000000000D+00,   0.2000000000D+01
 -0.6660000000D+03,   0.0000000000D+00,  -0.3000000000D+01,   0.3690000000D+03,   0.0000000000D+00,  -0.1000000000D+01
 -0.6670000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.3460000000D+03,   0.0000000000D+00,   0.1000000000D+01
 -0.7040000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.3040000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.6940000000D+03,   0.0000000000D+00,   0.5000000000D+01,   0.2940000000D+03,   0.0000000000D+00,   0.2000000000D+01
 -0.1014000000D+04,   0.0000000000D+00,  -0.1000000000D+01,   0.4000000000D+01,   0.0000000000D+00,  -0.1000000000D+01
 -0.5850000000D+03,   0.0000000000D+00,  -0.2000000000D+01,   0.3160000000D+03,   0.0000000000D+00,  -0.1000000000D+01
 -0.9490000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.8000000000D+01,   0.0000000000D+00,  -0.1000000000D+01
 -0.5950000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.2580000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.5280000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.2790000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.5900000000D+03,   0.0000000000D+00,   0.4000000000D+01,   0.2520000000D+03,   0.0000000000D+00,   0.2000000000D+01
  0.5700000000D+03,   0.0000000000D+00,  -0.2000000000D+01,  -0.2440000000D+03,   0.0000000000D+00,  -0.1000000000D+01
 -0.5020000000D+03,   0.0000000000D+00,   0.3000000000D+01,   0.2500000000D+03,   0.0000000000D+00,   0.2000000000D+01
 -0.8750000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.2900000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.4920000000D+03,   0.0000000000D+00,  -0.3000000000D+01,   0.2750000000D+03,   0.0000000000D+00,  -0.1000000000D+01
  0.5350000000D+03,   0.0000000000D+00,  -0.2000000000D+01,  -0.2280000000D+03,   0.0000000000D+00,  -0.1000000000D+01
 -0.4670000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.2400000000D+03,   0.0000000000D+00,   0.1000000000D+01
  0.5910000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.2530000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.4530000000D+03,   0.0000000000D+00,  -0.1000000000D+01,   0.2440000000D+03,   0.0000000000D+00,  -0.1000000000D+01
  0.7660000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.9000000000D+01,   0.0000000000D+00,   0.0000000000D+00
 -0.4460000000D+03,   0.0000000000D+00,   0.2000000000D+01,   0.2250000000D+03,   0.0000000000D+00,   0.1000000000D+01
 -0.4880000000D+03,   0.0000000000D+00,   0.2000000000D+01,   0.2070000000D+03,   0.0000000000D+00,   0.1000000000D+01
 -0.4680000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.2010000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.4210000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.2160000000D+03,   0.0000000000D+00,   0.1000000000D+01
  0.4630000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.2000000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.6730000000D+03,   0.0000000000D+00,   0.2000000000D+01,   0.1400000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.6580000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.2000000000D+01,   0.0000000000D+00,   0.0000000000D+00
 -0.4380000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.1880000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.3900000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.2050000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.6390000000D+03,  -0.1100000000D+02,  -0.2000000000D+01,  -0.1900000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.4120000000D+03,   0.0000000000D+00,  -0.2000000000D+01,  -0.1760000000D+03,   0.0000000000D+00,  -0.1000000000D+01
 -0.3610000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.1890000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.3600000000D+03,   0.0000000000D+00,  -0.1000000000D+01,  -0.1850000000D+03,   0.0000000000D+00,  -0.1000000000D+01
  0.5880000000D+03,   0.0000000000D+00,  -0.3000000000D+01,  -0.2400000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.5780000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.5000000000D+01,   0.0000000000D+00,   0.0000000000D+00
 -0.3960000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.1710000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.5650000000D+03,   0.0000000000D+00,  -0.1000000000D+01,  -0.6000000000D+01,   0.0000000000D+00,   0.0000000000D+00
 -0.3350000000D+03,   0.0000000000D+00,  -0.1000000000D+01,   0.1840000000D+03,   0.0000000000D+00,  -0.1000000000D+01
  0.3570000000D+03,   0.0000000000D+00,   0.1000000000D+01,  -0.1540000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.3210000000D+03,   0.0000000000D+00,   0.1000000000D+01,  -0.1740000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.3010000000D+03,   0.0000000000D+00,  -0.1000000000D+01,   0.1620000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.3340000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.1440000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.4930000000D+03,   0.0000000000D+00,  -0.2000000000D+01,  -0.1500000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.4940000000D+03,   0.0000000000D+00,  -0.2000000000D+01,  -0.1900000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.3370000000D+03,   0.0000000000D+00,  -0.1000000000D+01,  -0.1430000000D+03,   0.0000000000D+00,  -0.1000000000D+01
  0.2800000000D+03,   0.0000000000D+00,  -0.1000000000D+01,  -0.1440000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.3090000000D+03,   0.0000000000D+00,   0.1000000000D+01,  -0.1340000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.2630000000D+03,   0.0000000000D+00,   0.2000000000D+01,   0.1310000000D+03,   0.0000000000D+00,   0.1000000000D+01
  0.2530000000D+03,   0.0000000000D+00,   0.1000000000D+01,  -0.1380000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.2450000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.1280000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.4160000000D+03,   0.0000000000D+00,  -0.2000000000D+01,  -0.1700000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.2290000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.1280000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.2310000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.1200000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.2590000000D+03,   0.0000000000D+00,   0.2000000000D+01,   0.1090000000D+03,   0.0000000000D+00,   0.1000000000D+01
  0.3750000000D+03,   0.0000000000D+00,  -0.1000000000D+01,  -0.8000000000D+01,   0.0000000000D+00,   0.0000000000D+00
  0.2520000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.1080000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.2450000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.1040000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.2430000000D+03,   0.0000000000D+00,  -0.1000000000D+01,  -0.1040000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.2080000000D+03,   0.0000000000D+00,   0.1000000000D+01,  -0.1120000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.1990000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.1020000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.2080000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.1050000000D+03,   0.0000000000D+00,   0.0000000000D+00
  0.3350000000D+03,   0.0000000000D+00,  -0.2000000000D+01,  -0.1400000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.3250000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.7000000000D+01,   0.0000000000D+00,   0.0000000000D+00
 -0.1870000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.9600000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.1970000000D+03,   0.0000000000D+00,  -0.1000000000D+01,  -0.1000000000D+03,   0.0000000000D+00,   0.0000000000D+00
 -0.1920000000D+03,   0.0000000000D+00,   0.2000000000D+01,   0.9400000000D+02,   0.0000000000D+00,   0.1000000000D+01
 -0.1880000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.8300000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.2760000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.2000000000D+01,   0.0000000000D+00,   0.0000000000D+00
 -0.2860000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.6000000000D+01,   0.0000000000D+00,   0.0000000000D+00
  0.1860000000D+03,   0.0000000000D+00,  -0.1000000000D+01,  -0.7900000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.2190000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.4300000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.2760000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.2000000000D+01,   0.0000000000D+00,   0.0000000000D+00
 -0.1530000000D+03,   0.0000000000D+00,  -0.1000000000D+01,   0.8400000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1560000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.8100000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1540000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.7800000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1740000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.7500000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1630000000D+03,   0.0000000000D+00,   0.2000000000D+01,   0.6900000000D+02,   0.0000000000D+00,   0.1000000000D+01
 -0.2280000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.1000000000D+01,   0.0000000000D+00,   0.0000000000D+00
  0.9100000000D+02,   0.0000000000D+00,  -0.4000000000D+01,  -0.5400000000D+02,   0.0000000000D+00,  -0.2000000000D+01
  0.1750000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.7500000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1590000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.6900000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.1410000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.7200000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.1470000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.7500000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1320000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.6900000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.1590000000D+03,   0.0000000000D+00,  -0.2800000000D+02,  -0.5400000000D+02,   0.0000000000D+00,   0.1100000000D+02
  0.2130000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.4000000000D+01,   0.0000000000D+00,   0.0000000000D+00
  0.1230000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.6400000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1180000000D+03,   0.0000000000D+00,  -0.1000000000D+01,   0.6600000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.1440000000D+03,   0.0000000000D+00,  -0.1000000000D+01,  -0.6100000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1210000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.6000000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1340000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.5600000000D+02,   0.0000000000D+00,   0.1000000000D+01
 -0.1050000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.5700000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1020000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.5600000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.1200000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.5200000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.1010000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.5400000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1130000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.5900000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1060000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.6100000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1290000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.5500000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1140000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.5700000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.1130000000D+03,   0.0000000000D+00,  -0.1000000000D+01,  -0.4900000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1020000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.4400000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.9400000000D+02,   0.0000000000D+00,   0.0000000000D+00,   0.5100000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1000000000D+03,   0.0000000000D+00,  -0.1000000000D+01,   0.5600000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.8700000000D+02,   0.0000000000D+00,   0.0000000000D+00,  -0.4700000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.1610000000D+03,   0.0000000000D+00,   0.0000000000D+00,  -0.1000000000D+01,   0.0000000000D+00,   0.0000000000D+00
  0.9600000000D+02,   0.0000000000D+00,   0.0000000000D+00,  -0.5000000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.1510000000D+03,   0.0000000000D+00,  -0.1000000000D+01,  -0.5000000000D+01,   0.0000000000D+00,   0.0000000000D+00
 -0.1040000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.4400000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1100000000D+03,   0.0000000000D+00,   0.0000000000D+00,   0.4800000000D+02,   0.0000000000D+00,   0.0000000000D+00
 -0.1000000000D+03,   0.0000000000D+00,   0.1000000000D+01,   0.5000000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.9200000000D+02,   0.0000000000D+00,  -0.5000000000D+01,   0.1200000000D+02,   0.0000000000D+00,  -0.2000000000D+01
  0.8200000000D+02,   0.0000000000D+00,   0.0000000000D+00,  -0.4500000000D+02,   0.0000000000D+00,   0.0000000000D+00
  0.8200000000D+02,   0.0000000000D+00,   0.0000000000D+00,  -0.4500000000D+02,   0.0000000000D+00,   0.0000000000D+00
